Dates,NIFTY200_MOMENTUM30,NIFTY_100,NIFTY_SMALLCAP_250
2012-12-31,3877,6863,2992
2013-01-01,3905,6921,3031
2013-01-02,3926,6970,3056
2013-01-03,3919,6991,3078
2013-01-04,3911,6997,3093
2013-01-07,3892,6971,3103
2013-01-08,3899,6984,3096
2013-01-09,3883,6952,3086
2013-01-10,3871,6947,3076
2013-01-11,3826,6916,3033
2013-01-14,3833,7004,3061
2013-01-15,3847,7039,3067
2013-01-16,3810,6970,3023
2013-01-17,3817,7008,3023
2013-01-18,3807,7029,3019
2013-01-21,3800,7049,3021
2013-01-22,3790,7005,2991
2013-01-23,3787,7007,2958
2013-01-24,3753,6954,2884
2013-01-25,3794,7025,2922
2013-01-28,3802,7027,2926
2013-01-29,3775,6994,2904
2013-01-30,3791,6998,2903
2013-01-31,3799,6986,2908
2013-02-01,3788,6954,2903
2013-02-04,3786,6938,2872
2013-02-05,3797,6904,2854
2013-02-06,3816,6911,2858
2013-02-07,3805,6883,2824
2013-02-08,3767,6841,2796
2013-02-11,3780,6835,2793
2013-02-12,3801,6862,2781
2013-02-13,3792,6865,2771
2013-02-14,3788,6815,2729
2013-02-15,3791,6809,2717
2013-02-18,3786,6825,2731
2013-02-19,3823,6876,2762
2013-02-20,3826,6877,2768
2013-02-21,3775,6767,2724
2013-02-22,3776,6768,2726
2013-02-25,3777,6767,2696
2013-02-26,3733,6663,2640
2013-02-27,3728,6709,2656
2013-02-28,3682,6584,2599
2013-03-01,3713,6620,2597
2013-03-04,3690,6590,2552
2013-03-05,3753,6689,2592
2013-03-06,3756,6728,2629
2013-03-07,3774,6776,2642
2013-03-08,3812,6868,2666
2013-03-11,3813,6866,2677
2013-03-12,3817,6829,2665
2013-03-13,3786,6751,2633
2013-03-14,3819,6818,2634
2013-03-15,3815,6777,2610
2013-03-18,3807,6741,2600
2013-03-19,3758,6633,2558
2013-03-20,3733,6563,2507
2013-03-21,3703,6522,2474
2013-03-22,3702,6516,2461
2013-03-25,3694,6493,2454
2013-03-26,3703,6502,2461
2013-03-28,3724,6558,2497
2013-04-01,3738,6589,2543
2013-04-02,3755,6646,2592
2013-04-03,3701,6560,2577
2013-04-04,3628,6448,2521
2013-04-05,3610,6427,2515
2013-04-08,3600,6420,2517
2013-04-09,3589,6365,2493
2013-04-10,3632,6437,2504
2013-04-11,3674,6474,2515
2013-04-12,3689,6416,2508
2013-04-15,3694,6453,2522
2013-04-16,3762,6585,2542
2013-04-17,3793,6588,2547
2013-04-18,3847,6694,2566
2013-04-22,3870,6760,2591
2013-04-23,3874,6758,2595
2013-04-25,3923,6843,2596
2013-04-26,3907,6795,2574
2013-04-29,3937,6838,2588
2013-04-30,3977,6873,2593
2013-05-02,4024,6957,2608
2013-05-03,3999,6900,2598
2013-05-06,4017,6934,2632
2013-05-07,4069,7016,2651
2013-05-08,4079,7039,2672
2013-05-09,4053,7017,2660
2013-05-10,4088,7073,2660
2013-05-13,4037,6948,2626
2013-05-14,4048,6966,2620
2013-05-15,4140,7135,2661
2013-05-16,4150,7165,2667
2013-05-17,4152,7190,2676
2013-05-20,4127,7148,2668
2013-05-21,4088,7099,2646
2013-05-22,4100,7074,2619
2013-05-23,4050,6930,2562
2013-05-24,4065,6955,2575
2013-05-27,4125,7066,2603
2013-05-28,4117,7098,2613
2013-05-29,4124,7085,2599
2013-05-30,4157,7113,2594
2013-05-31,4075,6975,2546
2013-06-03,4057,6934,2548
2013-06-04,4060,6922,2555
2013-06-05,4060,6928,2559
2013-06-06,4067,6923,2568
2013-06-07,4032,6871,2559
2013-06-10,4016,6854,2534
2013-06-11,3958,6746,2485
2013-06-12,3938,6703,2468
2013-06-13,3878,6632,2429
2013-06-14,3944,6755,2456
2013-06-17,4000,6808,2462
2013-06-18,3991,6777,2465
2013-06-19,4003,6792,2480
2013-06-20,3906,6602,2431
2013-06-21,3902,6602,2402
2013-06-24,3825,6502,2349
2013-06-25,3846,6519,2337
2013-06-26,3823,6497,2318
2013-06-27,3889,6602,2327
2013-06-28,3967,6782,2375
2013-07-01,4031,6868,2420
2013-07-02,4001,6820,2416
2013-07-03,3978,6717,2366
2013-07-04,4029,6791,2378
2013-07-05,4039,6824,2384
2013-07-08,4035,6768,2379
2013-07-09,4095,6829,2400
2013-07-10,4082,6785,2400
2013-07-11,4139,6910,2422
2013-07-12,4165,6990,2423
2013-07-15,4202,7022,2440
2013-07-16,4140,6934,2412
2013-07-17,4115,6945,2402
2013-07-18,4164,7028,2422
2013-07-19,4147,7012,2410
2013-07-22,4172,7012,2402
2013-07-23,4196,7063,2404
2013-07-24,4130,6957,2364
2013-07-25,4114,6868,2344
2013-07-26,4100,6838,2325
2013-07-29,4075,6772,2293
2013-07-30,4017,6677,2241
2013-07-31,4006,6666,2213
2013-08-01,3991,6636,2186
2013-08-02,3949,6574,2162
2013-08-05,3955,6588,2175
2013-08-06,3838,6424,2126
2013-08-07,3789,6414,2158
2013-08-08,3813,6467,2185
2013-08-12,3873,6525,2221
2013-08-13,3965,6634,2248
2013-08-14,4004,6685,2256
2013-08-16,3852,6413,2195
2013-08-19,3758,6298,2171
2013-08-20,3717,6275,2174
2013-08-21,3662,6164,2155
2013-08-22,3703,6279,2169
2013-08-23,3758,6355,2195
2013-08-26,3774,6364,2204
2013-08-27,3638,6147,2159
2013-08-28,3619,6134,2136
2013-08-29,3709,6273,2159
2013-08-30,3769,6345,2163
2013-09-02,3810,6437,2190
2013-09-03,3684,6203,2162
2013-09-04,3764,6323,2177
2013-09-05,3866,6488,2216
2013-09-06,3899,6583,2228
2013-09-10,4045,6823,2253
2013-09-11,4078,6851,2284
2013-09-12,4028,6775,2278
2013-09-13,4033,6779,2292
2013-09-16,4024,6768,2272
2013-09-17,4031,6774,2271
2013-09-18,4066,6829,2275
2013-09-19,4209,7079,2309
2013-09-20,4160,6971,2277
2013-09-23,4089,6836,2268
2013-09-24,4099,6840,2268
2013-09-25,4095,6826,2269
2013-09-26,4097,6834,2276
2013-09-27,4096,6788,2279
2013-09-30,4063,6678,2267
2013-10-01,4070,6729,2278
2013-10-03,4152,6875,2305
2013-10-04,4143,6877,2316
2013-10-07,4170,6882,2329
2013-10-08,4178,6903,2344
2013-10-09,4229,6993,2367
2013-10-10,4255,7014,2389
2013-10-11,4286,7090,2403
2013-10-14,4302,7109,2423
2013-10-15,4292,7076,2391
2013-10-17,4230,7030,2395
2013-10-18,4297,7188,2413
2013-10-21,4318,7220,2441
2013-10-22,4331,7223,2468
2013-10-23,4306,7198,2457
2013-10-24,4268,7181,2460
2013-10-25,4257,7154,2445
2013-10-28,4200,7098,2433
2013-10-29,4261,7234,2456
2013-10-30,4294,7271,2470
2013-10-31,4298,7330,2492
2013-11-01,4303,7346,2521
2013-11-05,4267,7294,2576
2013-11-06,4266,7252,2588
2013-11-07,4256,7207,2556
2013-11-08,4265,7163,2551
2013-11-11,4236,7094,2519
2013-11-12,4204,7028,2498
2013-11-13,4196,6995,2484
2013-11-14,4225,7082,2518
2013-11-18,4275,7231,2545
2013-11-19,4278,7245,2556
2013-11-20,4220,7154,2563
2013-11-21,4146,7012,2533
2013-11-22,4140,7012,2539
2013-11-25,4194,7147,2568
2013-11-26,4193,7088,2550
2013-11-27,4193,7086,2554
2013-11-28,4203,7127,2580
2013-11-29,4240,7224,2609
2013-12-02,4279,7273,2639
2013-12-03,4254,7254,2645
2013-12-04,4235,7205,2639
2013-12-05,4218,7293,2644
2013-12-06,4237,7314,2651
2013-12-09,4275,7429,2660
2013-12-10,4309,7393,2640
2013-12-11,4290,7361,2643
2013-12-12,4244,7282,2638
2013-12-13,4227,7200,2608
2013-12-16,4242,7198,2617
2013-12-17,4253,7185,2616
2013-12-18,4300,7279,2651
2013-12-19,4328,7229,2648
2013-12-20,4379,7352,2696
2013-12-23,4370,7369,2731
2013-12-24,4356,7355,2753
2013-12-26,4348,7368,2783
2013-12-27,4381,7412,2786
2013-12-30,4368,7387,2785
2013-12-31,4377,7405,2799
2014-01-01,4386,7407,2837
2014-01-02,4335,7303,2774
2014-01-03,4373,7299,2796
2014-01-06,4375,7282,2825
2014-01-07,4360,7241,2826
2014-01-08,4375,7256,2839
2014-01-09,4381,7241,2819
2014-01-10,4410,7241,2800
2014-01-13,4442,7340,2804
2014-01-14,4435,7310,2801
2014-01-15,4465,7393,2806
2014-01-16,4449,7380,2796
2014-01-17,4400,7309,2743
2014-01-20,4476,7364,2768
2014-01-21,4471,7375,2785
2014-01-22,4497,7403,2796
2014-01-23,4482,7408,2785
2014-01-24,4425,7311,2734
2014-01-27,4349,7149,2662
2014-01-28,4330,7138,2672
2014-01-29,4341,7138,2669
2014-01-30,4307,7072,2631
2014-01-31,4342,7113,2673
2014-02-03,4318,7015,2657
2014-02-04,4316,7018,2669
2014-02-05,4337,7046,2689
2014-02-06,4348,7064,2683
2014-02-07,4353,7093,2695
2014-02-10,4331,7078,2693
2014-02-11,4346,7088,2703
2014-02-12,4347,7108,2710
2014-02-13,4294,7011,2681
2014-02-14,4317,7059,2682
2014-02-17,4322,7086,2680
2014-02-18,4341,7149,2712
2014-02-19,4363,7179,2735
2014-02-20,4337,7116,2732
2014-02-21,4368,7187,2755
2014-02-24,4381,7217,2765
2014-02-25,4402,7233,2775
2014-02-26,4420,7270,2779
2014-02-28,4479,7321,2791
2014-03-03,4431,7268,2791
2014-03-04,4454,7355,2829
2014-03-05,4462,7392,2845
2014-03-06,4484,7477,2885
2014-03-07,4460,7613,2876
2014-03-10,4435,7630,2885
2014-03-11,4422,7596,2888
2014-03-12,4448,7602,2887
2014-03-13,4404,7571,2863
2014-03-14,4400,7583,2855
2014-03-18,4407,7613,2889
2014-03-19,4415,7626,2902
2014-03-20,4430,7576,2904
2014-03-21,4447,7593,2935
2014-03-24,4475,7693,2951
2014-03-25,4472,7705,2964
2014-03-26,4446,7718,2971
2014-03-27,4457,7766,2994
2014-03-28,4505,7844,3038
2014-03-31,4521,7866,3068
2014-04-01,4557,7879,3075
2014-04-02,4613,7925,3127
2014-04-03,4621,7900,3118
2014-04-04,4602,7858,3138
2014-04-07,4598,7860,3141
2014-04-09,4644,7980,3206
2014-04-10,4673,7994,3228
2014-04-11,4682,7968,3248
2014-04-15,4677,7905,3235
2014-04-16,4628,7838,3189
2014-04-17,4704,7958,3238
2014-04-21,4734,8009,3284
2014-04-22,4716,8009,3286
2014-04-23,4713,8034,3295
2014-04-25,4712,7980,3285
2014-04-28,4746,7960,3293
2014-04-29,4700,7902,3287
2014-04-30,4661,7869,3237
2014-05-02,4700,7873,3255
2014-05-05,4674,7877,3247
2014-05-06,4684,7896,3262
2014-05-07,4654,7825,3258
2014-05-08,4659,7831,3278
2014-05-09,4703,8057,3315
2014-05-12,4754,8227,3337
2014-05-13,4821,8347,3403
2014-05-14,4837,8368,3435
2014-05-15,4793,8376,3404
2014-05-16,4809,8489,3455
2014-05-19,4811,8600,3665
2014-05-20,4843,8615,3768
2014-05-21,4843,8593,3829
2014-05-22,4836,8637,3943
2014-05-23,4880,8751,4024
2014-05-26,4856,8720,3924
2014-05-27,4863,8662,3895
2014-05-28,4881,8680,3935
2014-05-29,4826,8577,3918
2014-05-30,4885,8575,3932
2014-06-02,4906,8730,4023
2014-06-03,4922,8804,4075
2014-06-04,4944,8801,4161
2014-06-05,5024,8903,4217
2014-06-06,5072,9042,4279
2014-06-09,5134,9124,4379
2014-06-10,5186,9119,4370
2014-06-11,5173,9071,4336
2014-06-12,5206,9096,4344
2014-06-13,5130,8950,4216
2014-06-16,5153,8944,4233
2014-06-17,5212,9063,4320
2014-06-18,5184,8978,4304
2014-06-19,5182,8951,4291
2014-06-20,5142,8917,4258
2014-06-23,5169,8904,4278
2014-06-24,5204,9009,4353
2014-06-25,5216,8998,4368
2014-06-26,5217,8914,4354
2014-06-27,5298,8936,4367
2014-06-30,5384,9067,4450
2014-07-01,5397,9100,4488
2014-07-02,5469,9220,4542
2014-07-03,5511,9209,4522
2014-07-04,5532,9256,4558
2014-07-07,5571,9293,4567
2014-07-08,5380,9069,4383
2014-07-09,5275,9016,4302
2014-07-10,5256,9007,4342
2014-07-11,5211,8859,4211
2014-07-14,5204,8863,4190
2014-07-15,5292,8966,4280
2014-07-16,5359,9079,4364
2014-07-17,5430,9113,4431
2014-07-18,5433,9131,4433
2014-07-21,5428,9152,4465
2014-07-22,5460,9243,4461
2014-07-23,5473,9267,4435
2014-07-24,5481,9305,4436
2014-07-25,5414,9246,4357
2014-07-28,5405,9209,4329
2014-07-30,5440,9264,4331
2014-07-31,5432,9191,4340
2014-08-01,5358,9062,4295
2014-08-04,5449,9161,4342
2014-08-05,5480,9231,4391
2014-08-06,5453,9149,4375
2014-08-07,5432,9124,4353
2014-08-08,5373,9019,4254
2014-08-11,5427,9090,4279
2014-08-12,5469,9204,4303
2014-08-13,5468,9209,4205
2014-08-14,5542,9277,4258
2014-08-18,5625,9383,4360
2014-08-19,5655,9422,4418
2014-08-20,5696,9402,4430
2014-08-21,5716,9430,4437
2014-08-22,5761,9454,4439
2014-08-25,5755,9431,4411
2014-08-26,5781,9429,4384
2014-08-27,5802,9465,4417
2014-08-28,5792,9479,4414
2014-09-01,5865,9585,4478
2014-09-02,5899,9651,4528
2014-09-03,5977,9694,4558
2014-09-04,6021,9673,4539
2014-09-05,6056,9666,4566
2014-09-08,6149,9773,4639
2014-09-09,6149,9759,4664
2014-09-10,6144,9684,4686
2014-09-11,6130,9683,4753
2014-09-12,6122,9706,4777
2014-09-15,6109,9637,4789
2014-09-16,5933,9482,4605
2014-09-17,6014,9534,4610
2014-09-18,6135,9706,4728
2014-09-19,6051,9702,4770
2014-09-22,6051,9729,4791
2014-09-23,5914,9567,4677
2014-09-24,5857,9546,4595
2014-09-25,5766,9430,4440
2014-09-26,5895,9510,4464
2014-09-29,5945,9508,4548
2014-09-30,5955,9514,4560
2014-10-01,5934,9489,4538
2014-10-07,5861,9374,4492
2014-10-08,5880,9364,4482
